#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2024-04-08 17:47:15 EDT     (caww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 12200500 SKAGIT RIVER NEAR MOUNT VERNON, WA
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	12200500	503	2008-05-05 14:16:00	PDT	Yes	JMP/DAM	USGS	13.83	11000	Poor	0.02	0.30	Clear	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	11000	447	3760	2.83	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	504	2008-08-11 09:39:00	PDT	Yes	DAM/JRF	USGS	14.18	10200	Fair	-0.11	0.50	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	10200	423	3800	2.61	SOFT	SAND	UNEV	unkn	UNEV	UNSP	UPST	3000.00
USGS	12200500	505	2008-10-03 13:52:00	PDT	Yes	ETF/JRF	USGS	11.99	6590	Fair	0.02	1.50	DebrisModerate	NONE	1	Imported Channel 1	CWAY	QSCMM	VPAA	6590	580	2790	2.36	SOFT	silt	UNEV	unkn	EVEN	UNSP	DNST	500.00
USGS	12200500	506	2008-11-08 13:30:00	PST	Yes	DAM/BJC	USGS	24.57	44900	Fair	-0.29	1.10	DebrisModerate	NONE	1	Imported Channel 1	CWAY	QSCMM	VPAA	44900	615	10600	4.24	SOFT	silt	UNEV	unkn	EVEN	UNSP	DNST	500.00
USGS	12200500	507	2008-11-13 09:51:00	PST	Yes	JMP	USGS	26.92	58100	Fair	-0.17	1.20	DebrisModerate	NONE	1	Imported Channel 1	CWAY	QSCMM	VPAA	58100	625	12200	4.75	FIRM	silt	EVEN	unkn	EVEN	UNSP	DNST	500.00
USGS	12200500	508	2009-01-14 09:56:00	PST	Yes	BJC	USGS	17.07	18200	Fair	-0.23	1.40	DebrisLight	NONE	1	Imported Channel 1	CWAY	QSCMM	VPAA	18200	540	5480	3.32	FIRM	silt	UNEV	unkn	EVEN	UNSP	DNST	1000.00
USGS	12200500	509	2009-03-24 13:52:00	PDT	Yes	BJC/JRF	USGS	12.76	8530	Fair	0.01	1.20	DebrisModerate	NONE	1	Imported Channel 1	CWAY	QSCMM	VPAA	8530	590	3130	2.72	SOFT	silt	UNEV	unkn	UNEV	UNSP	DNST	1056.00
USGS	12200500	510	2009-05-29 10:22:00	PDT	Yes	BJC	USGS	18.95	23300	Fair	0.05	1.00	Clear	NONE	1	skagit river near mount vernon	CWAY	QSCMM	VPAA	23300	565	6780	3.43	FIRM	silt	UNEV	unkn	EVEN	UNSP	DNST	1056.00
USGS	12200500	511	2009-06-18 09:10:00	PDT	Yes	JRF	USGS	18.91	22000	Fair	-0.11	1.00	Clear	NONE	1	Skagit Cableway	CWAY	QSCMM	VPAA	22000	545	6360	3.45	SOFT	silt	UNEV	unkn	EVEN	UNSP	DNST	1056.00
USGS	12200500	512	2009-07-31 15:04:00	PDT	Yes	JMP/DAM	USGS	14.47	11000	Fair	-0.09	0.60	DebrisModerate	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	11000	679	4150	2.52	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	513	2009-10-01 10:19:00	PDT	Yes	BJC	USGS	11.60	5390	Poor	0.00	1.20	DebrisModerate	NONE	1	main	CWAY	QSCMM	VPAA	5390	530	2320	2.32	FIRM	silt	UNEV	unkn	UNEV	UNSP	DNST	1320.00
USGS	12200500	514	2009-11-10 12:15:00	PST	Yes	BJC	USGS	18.75	22600	Poor	0.02	1.10	Clear	NONE	1	cable	CWAY	QSCMM	VPAA	22600		6300	3.58	FIRM	silt	UNEV	unkn	EVEN	UNSP	DNST	1260.00
USGS	12200500	515	2010-01-13 13:53:00	PST	Yes	BJC/ARS	USGS	20.60	27600	Fair	-0.09	1.10	DebrisLight	NONE	1	Imported Channel 1	CWAY	QSCMM	VPAA	27600	580	7780	3.54	SOFT	silt	UNEV	unkn	EVEN	UNSP	DNST	1000.00
USGS	12200500	516	2010-03-29 14:22:00	PDT	Yes	WDW	USGS	14.59	11800	Poor	-0.09	1.10	Unspecifed	NONE	1	Channel 1	CWAY	QSCMM	VPAA	11800	538	4050	2.90	FIRM	silt	EVEN	unkn	EVEN	UNSP	DNST	1000.00
USGS	12200500	517	2010-06-08 13:34:00	PDT	Yes	DAM/PJW	USGS	18.78	23800	Fair	0.04	0.40	DebrisModerate	MEAS	1	Skagit	BRUS	QADCP	VADCP	22800	680	7090	3.22	FIRM	silt	UNEV	unkn	UNEV	UNSP	UPST	100.00
USGS	12200500	518	2010-07-29 16:29:00	PDT	Yes	JMP/DAM	USGS	16.44	16400	Fair	-0.05	0.50	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	16400	591	5140	3.06	FIRM	SAND	EVEN	unkn	EVEN	UNSP	DNST	200.00
USGS	12200500	519	2010-10-01 12:48:00	PDT	Yes	JMP/PJW	USGS	15.08	12400	Fair	-0.02	0.50	DebrisLight	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	12400	606	4400	2.71	SOFT	silt	UNEV	unkn	UNEV	UNFM	DNST	50.00
USGS	12200500	520	2010-11-03 12:28:00	PDT	Yes	JMP/PJW	USGS	18.42	21000	Fair	-0.05	0.30	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	21000	629	6640	3.06	SOFT	silt	UNEV	unkn	EVEN	UNSP	UPST	10.00
USGS	12200500	521	2010-12-14 09:11:30	PST	Yes	DAM/JMP	USGS	27.22	60100	Fair	-0.10	0.90	DebrisModerate	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	60100	702	13100	4.01	SOFT	silt	UNEV	unkn	UNEV	UNKN	UPST	100.00
USGS	12200500	522	2011-01-18 10:20:00	PST	Yes	JMP/WDW	USGS	29.30	69600	Fair	-0.09	0.30	DebrisModerate	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	69600	732	14600	4.15	SOFT	silt	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	523	2011-04-01 09:08:30	PDT	Yes	DAM/JMP	USGS	22.98	36600	Fair	-0.07	0.40	DebrisLight	NONE	1	Skagit River at Main Street bridge.	BRDS	QADCP	VADCP	36600	670	9900	3.70	SOFT	silt	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	524	2011-06-20 10:34:00	PDT	Yes	DAM/JMP	USGS	19.40	26100	Good	-0.02	0.40	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	26100	671	7660	3.41	SOFT	SAND	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	525	2011-07-08 13:34:30	PDT	Yes	WDW/JMP	USGS	21.61	32800	Good	0.05	0.40	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	32800	677	9140	3.59	SOFT	SAND	EVEN	unkn	EVEN	UNSP	UPST	50.00
USGS	12200500	526	2011-08-10 15:40:30	PDT	Yes	JMP/DAM	USGS	17.60	20400	Fair	0.00	0.40	Clear	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	20400	657	5950	3.43	SOFT	SAND	EVEN	unkn	UNSP	UNSP	DNST	50.00
USGS	12200500	527	2011-09-14 13:11:00	PDT	Yes	JMP/WDW	USGS	14.32	11900	Good	-0.03	0.50	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	11900	687	4190	2.84	FIRM	SAND	EVEN	unkn	EVEN	UNKN	ATGA	
USGS	12200500	528	2011-10-05 13:26:00	PDT	Yes	DAM/JMP	USGS	13.08	8540	Poor	-0.05	0.30	DebrisModerate	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	8540	584	2960	2.89	SOFT	SAND	UNEV	unkn	UNEV	UNKN	DNST	50.00
USGS	12200500	529	2011-12-01 16:02:30	PST	Yes	DAM/WDW	USGS	17.30	20600	Good	0.00	0.30	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	20600	687	6380	3.23	SOFT	silt	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	530	2012-02-15 10:43:00	PST	Yes	WDW/CGB	USGS	15.54	14800	Fair	0.13	0.30	Clear	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	14800	691	5050	2.93	UNSP	SAND	EVEN	unkn	UNEV	UNSP	UPST	100.00
USGS	12200500	531	2012-02-23 11:21:30	PST	Yes	JMP/DAM	USGS	19.22	26400	Good	0.13	0.30	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	26400	679	7470	3.53	SOFT	SAND	EVEN	unkn	EVEN	UNSP	DNST	100.00
USGS	12200500	532	2012-04-11 13:26:30	PDT	Yes	DAM/JMP	USGS	14.22	12100	Good	0.00	0.30	DebrisModerate	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	12100	660	4370	2.77	SOFT	SAND	EVEN	unkn	EVEN	UNKN	DNST	50.00
USGS	12200500	533	2012-06-12 14:31:30	PDT	Yes	DAM/JMP	USGS	17.72	23100	Good	-0.07	0.20	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	23100	665	6630	3.48	SOFT	SAND	UNEV	unkn	EVEN	UNKN	UPST	100.00
USGS	12200500	534	2012-06-19 11:05:30	PDT	Yes	WDW/CGB	USGS	24.78	46000	Good	0.05	0.20	Clear	NONE	1	main	BRDS	QADCP	VADCP	46000	722	11600	4.00	SOFT	SAND	EVEN	unkn	EVEN	UNSP	UPST	50.00
USGS	12200500	535	2012-06-19 12:05:30	PDT	Yes	WDW/CGB	USGS	24.55	45600	Good	0.08	0.20	Clear	NONE	1	main	BRDS	QADCP	VADCP	45600	728	11400	3.99	SOFT	SAND	EVEN	unkn	EVEN	UNKN	UPST	50.00
USGS	12200500	536	2012-08-13 13:43:00	PDT	Yes	DAM/JMP	USGS	16.09	18600	Poor	0.00	0.10	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	18600	643	5080	3.66	SOFT	silt	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	537	2012-10-01 16:51:00	PDT	Yes	DAM/JMP	USGS	11.50	6320	Good	-0.01	0.20	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	6320	563	2190	2.88	SOFT	SAND	EVEN	unkn	EVEN	UNKN	ATGA	
USGS	12200500	538	2012-11-01 13:40:30	PDT	Yes	DAM/JMP	USGS	22.90	37000	Poor	-0.04	0.30	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	37000	704	10300	3.61	SOFT	SAND	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	539	2012-12-03 15:07:30	PST	Yes	JMP/CGB	USGS	19.55	26700	Fair	0.00	0.30	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	26700	681	7740	3.45	SOFT	SAND	EVEN	unkn	EVEN	UNKN	UPST	50.00
USGS	12200500	540	2013-01-31 13:19:00	PST	Yes	CGB/JJM	USGS	15.12	14800	Fair	0.01	0.30	Clear	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	14800	679	4910	3.01	SOFT	silt	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	541	2013-04-08 13:56:00	PDT	Yes	DAM/JMP	USGS	20.32	30400	Good	0.07	0.30	DebrisLight	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	30400	669	8610	3.53	SOFT	silt	UNEV	unkn	UNEV	UNKN	ATGA	
USGS	12200500	542	2013-05-28 12:32:30	PDT	Yes	JMP/DAM	USGS	17.43	20100	Fair	0.00	0.30	DebrisHeavy	NONE	1	Imported Channel 1	BRDS	QADCP	VADCP	20100	562	6220	3.23	SOFT	SAND	EVEN	unkn	EVEN	STND	DNST	200.00
USGS	12200500	543	2013-08-07 11:20:30	PDT	Yes	DAM/JMP	USGS	13.63	10500	Good	0.07	0.20	DebrisHeavy	NONE	1	Imported Channel 1	MBOT	QADCP	VADCP	10500	524	3430	3.07	SOFT	SAND	EVEN	unkn	EVEN	UNKN	DNST	100.00
USGS	12200500	546	2013-09-11 11:15:00	PDT	Yes	CGB/JJM	USGS	13.92	12700	Good			DebrisLight	NONE	1	Channel 1	MBOT	QADCP	VADCP	12700	584	4090	3.10	SOFT	SAND	EVEN	unkn	EVEN	UNFM	ATGA	
USGS	12200500	545	2013-09-11 12:01:00	PDT	Yes	CGB/JJM	USGS	13.92	12200	Fair			DebrisLight	NONE	1	Channel 1	UNSP	QADCP	VADCP	12200	594	3990	3.05	SOFT	SAND	EVEN	unkn	EVEN	UNFM	ATGA	
USGS	12200500	544	2013-09-11 12:08:30	PDT	Yes	CGB/JJM	USGS	13.92	12500	Fair	0.01	1.30	DebrisLight	NONE	1	main	BRDS	QSCMM	VPAA	12500	680	4220	2.96	SOFT	SAND	EVEN	unkn	EVEN	UNFM	UPST	30.00
USGS	12200500	547	2013-11-04 15:27:30	PST	Yes	CGB/JMP	USGS	13.02	11000	Good	0.10	0.70	Clear	NONE	1	Main	BRDS	QADCP	VADCP	11000	665	4080	2.69	SOFT	SAND	EVEN	unkn	EVEN	UNSP	UPST	30.00
USGS	12200500	548	2014-01-15 10:05:30	PST	Yes	JMP/JBG	USGS	19.40	27300	Good	0.05	0.30	DebrisLight	NONE	1	Skagit at Mount Vernon	BRDS	QADCP	VADCP	27300	672	7970	3.42	SOFT	SAND	EVEN	unkn	EVEN	UNFM	ATGA	
USGS	12200500	549	2014-03-10 10:55:51	PDT	Yes	CGB/WDW	USGS	24.76	47200	Fair	0.02	0.30	Clear	NONE	1	Main	BRDS	QADCP	VADCP	47200	692	12000	3.92	SOFT	silt	EVEN	unkn	EVEN	UNSP	ATGA	
USGS	12200500	550	2014-04-21 12:51:10	PDT	Yes	JJM/WDW	USGS	17.50	22200	Fair			Clear	NONE	1	main	BRDS	QADCP	VADCP	22200	678	6700	3.31	FIRM	SAND	EVEN	unkn	EVEN	UNSP	DNST	50.00
USGS	12200500	551	2014-06-17 10:40:00	PDT	Yes	DAM/JMP	USGS	17.70	22900	Good	0.12		DebrisLight	NONE	1	Skagit	BRDS	QADCP	VADCP	22900	684	6960	3.29	FIRM	SAND	EVEN	unkn	EVEN	UNFM	ATGA	
USGS	12200500	552	2014-07-31 12:27:41	PDT	Yes	JBG/KAW	USGS	14.01	13000	Good	-0.05	0.40	Clear	NONE	1	main	BRDS	QADCP	VADCP	13000	669	4280	3.04	FIRM	SAND	EVEN	unkn	EVEN	STND	UPST	40.00
USGS	12200500	553	2014-10-20 19:00:19	PDT	Yes	WDW/JMP	USGS	13.91	12700	Good	0.02	0.40	DebrisLight	NONE	1	SKAGIT	BRDS	QADCP	VADCP	12700	631	4420	2.86	SOFT	SAND	EVEN	unkn	UNSP	UNSP	DNST	50.00
USGS	12200500	554	2014-11-29 12:45:23	PST	Yes	CAC/KLP	USGS	31.40	81700	Poor	0.03	0.30	DebrisLight	NONE	1	Skagit	BRDS	QADCP	VADCP	81700	742	16600	4.94	FIRM	SAND	EVEN	unkn	EVEN	UNFM	UNSP	
USGS	12200500	555	2015-03-31 13:23:50	PDT	Yes	CGB/JBG	USGS	16.19	17900	Good	0.02	0.30	Clear	NONE	1	main	BRDS	QADCP	VADCP	17900	657	5820	3.09	SOFT	SAND	EVEN	unkn	EVEN	UNSP	UPST	30.00
USGS	12200500	556	2015-06-08 16:38:09	PDT	Yes	JMP	USGS	13.65	12200	Fair	0.04	0.30		NONE	1	Skagit	BRDS	QADCP	VADCP	12200	681	4460	2.74	SOFT	SAND	EVEN	unkn	UNSP	UNFM	UNSP	
USGS	12200500	557	2015-06-29 15:46:55	PDT	Yes	JMP/DAM	USGS	12.19	9430	Fair	0.02	0.30	DebrisLight	NONE	1	Skagit	BRDS	QADCP	VADCP	9430	637	3560	2.65	SOFT	silt	EVEN	unkn	EVEN	UNKN	ATGA	
USGS	12200500	558	2015-08-12 12:31:12	PDT	Yes	JMP/GWH	USGS	10.45	6020	Good	0.05	0.30	DebrisLight	NONE	1	Skagit at Mount Vernon	BRDS	QADCP	VADCP	6020	533	2640	2.28	SOFT	silt	EVEN	unkn	EVEN	UNKN	UPST	100.00
USGS	12200500	559	2015-10-21 10:35:55	PDT	Yes	GWH/JMP	USGS	12.52	10100	Fair	0.01	0.30	Clear	NONE	1	12200500	BRDS	QADCP	VADCP	10100	635	3700	2.74	FIRM	silt	EVEN	unkn	EVEN	STND	ATGA	
USGS	12200500	560	2015-11-14 09:53:36	PST	Yes	WDW/JSM	USGS	28.70	67300	Fair	0.04	0.20	DebrisModerate	NONE	1	main	BRDS	QADCP	VADCP	67300	708	14600	4.60	FIRM	silt	EVEN	unkn	UNSP	UNKN	ATGA	
USGS	12200500	561	2015-11-18 12:42:57	PST	Yes	GWH/JMP	USGS	30.46	76400	Good	0.15	0.30	Clear	NONE	1	Skagit at Mount Vernon, WA	BRDS	QADCP	VADCP	76400	702	15700	4.87	FIRM	SAND	EVEN	unkn	EVEN	UNKN	ATGA	
USGS	12200500	562	2015-12-10 10:16:22	PST	Yes	JMP/JJM	USGS	28.00	64700	Fair	0.05	0.30	DebrisLight	NONE	1	Skagit at Mount Vernon, WA	BRDS	QADCP	VADCP	64700	810	14700	4.41	SOFT	silt	EVEN	unkn	EVEN	UNKN	ATGA	
USGS	12200500	563	2016-01-29 10:09:05	PST	Yes	GWH	USGS	26.94	59800	Good	-0.20	0.00	Clear	NONE	1	skagit at mt vernon	BRDS	QADCP	VADCP	59800	707	13300	4.50	FIRM	BLDR	EVEN	unkn	EVEN	STND	UPST	20.00
USGS	12200500	564	2016-03-29 10:12:55	PDT	Yes	GWH/JJM	USGS	15.33	17000	Fair	0.02	0.20	Clear	NONE	1	main	BRDS	QADCP	VADCP	17000	671	5470	3.11	FIRM	SAND	EVEN	unkn	EVEN	STND	DNST	40.00
USGS	12200500	565	2016-05-19 15:04:20	PDT	Yes	JMP/DAM	USGS	15.22	16200	Good	0.03	0.30	Clear	NONE	1	Skagit River	MBOT	QADCP	VADCP	16200	586	4830	3.35	SOFT	SAND	EVEN	unkn	EVEN	UNFM	DNST	100.00
USGS	12200500	566	2016-07-08 11:32:24	PDT	Yes	GWH/KAR	USGS	14.10	14700	Fair	0.07	0.30	Clear	NONE	1	main	BRDS	QADCP	VADCP	14700	721	5240	2.80	FIRM	SAND	EVEN	unkn	EVEN	UNKN	ATGA	
USGS	12200500	567	2016-09-07 09:55:37	PDT	Yes	JBG/DAM	USGS	11.24	7950	Good	0.00	0.30	Clear	NONE	1	MAIN	MBOT	QADCP	VADCP	7950	577	3050	2.61	FIRM	SAND	EVEN	unkn	EVEN	STND	DNST	150.00
USGS	12200500	568	2016-10-24 15:20:47	PDT	Yes	GWH	USGS	17.28	22500	Good	0.04	0.30	Clear	NONE	1	main	BRDS	QADCP	VADCP	22500	672	6680	3.37	FIRM	SAND	EVEN	unkn	EVEN	STND	UPST	40.00
USGS	12200500	569	2016-12-08 11:12:27	PST	Yes	GWH/WDW	USGS	15.13	16400	Good	0.00	0.30	Clear	NONE	1	main	BRDS	QADCP	VADCP	16400	665	4970	3.30	FIRM	SAND	EVEN	unkn	EVEN	STND	UPST	50.00
USGS	12200500	570	2017-02-01 10:59:39	PST	Yes	GWH/JBG	USGS	12.11	9490	Good	0.00	0.30	Clear	NONE	1	main	MBOT	QADCP	VADCP	9490	564	3440	2.75	FIRM	SAND	EVEN	unkn	EVEN	STND	DNST	500.00
USGS	12200500	571	2017-03-28 12:40:57	PDT	Yes	GWH/JJM	USGS	16.48	18300	Fair	0.02	0.25	Clear	NONE	1	skagit	BRDS	QADCP	VADCP	18300	670	5770	3.17	FIRM	SAND	EVEN	unkn	EVEN	STND	ATGA	0.00
USGS	12200500	572	2017-05-25 14:07:42	PDT	Yes	GWH/WDW	USGS	18.88	26200	Good	-0.05	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	26200	683	7510	3.49	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	100.00
USGS	12200500	573	2017-07-25 09:57:27	PDT	Yes	GWH/JBG	USGS	13.11	11300	Good	0.00	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	11300	667	3850	2.92	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	40.00
USGS	12200500	574	2017-10-03 10:16:42	PDT	Yes	GWH/WDW	USGS	10.94	6980	Good	0.01	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	6980	556	2730	2.56	FIRM	SAND	EVEN	PULS	EVEN	STND	ATGA	0.00
USGS	12200500	575	2017-11-24 08:58:33	PST	Yes	jbg/jjm	USGS	32.99	95600	Good	-0.02	0.27	Clear	NONE	1	main	BRDS	QADCP	VADCP	95600	767	18700	5.10	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	50.00
USGS	12200500	576	2017-12-06 10:13:15	PST	Yes	GWH/WDW	USGS	15.45	17700	Good	0.00	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	17700	669	5180	3.42	FIRM	silt	EVEN	STDY	EVEN	STND	UPST	50.00
USGS	12200500	577	2017-12-06 11:13:13	PST	Yes	GWH/WDW	USGS	15.44	17800	Good	-0.02	0.23	Clear	NONE	1	check	BRDS	QADCP	VADCP	17800	667	5160	3.46	FIRM	silt	EVEN	STDY	EVEN	STND	UPST	50.00
USGS	12200500	578	2018-02-01 13:48:38	PST	Yes	KAR/JBG	USGS	18.73	26800	Good	0.08	0.28	Clear	NONE	1	main	MBOT	QADCP	VADCP	26800	665	7520	3.56	SOFT	silt	EVEN	STDY	EVEN	STND	ATGA	0.00
USGS	12200500	579	2018-04-04 10:38:00	PDT	Yes	GWH/WDW	USGS	13.85	13100	Fair	0.00	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	13100	658	4440	2.96	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	50.00
USGS	12200500	580	2018-05-24 10:29:09	PDT	Yes	gwh/jbg	USGS	20.17	31300	Fair	0.02	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	31300	692	8470	3.70	FIRM	silt	EVEN	STDY	EVEN	STND	UPST	50.00
USGS	12200500	581	2018-07-31 10:42:57	PDT	Yes	GWH	USGS	13.68	12400	Good	-0.04	0.20	Clear	NONE	1	main	BRDS	QADCP	VADCP	12400	660	4250	2.91	FIRM	SAND	EVEN	STDY	EVEN	STND	UPST	50.00
USGS	12200500	582	2018-09-14 10:43:55	PDT	Yes	JMP	USGS	11.78	8650	Fair	0.03	0.25	DebrisLight	NONE	1	skagtit	BRDS	QADCP	VADCP	8650	580	3130	2.76	FIRM	GRVL	UNEV	STDY	EVEN	UNKN	ATGA	0.00
USGS	12200500	583	2018-11-14 13:03:27	PST	Yes	JMP	USGS	14.31	14400	Fair	0.02	0.25	Clear	NONE	1	Skagit	BRDS	QADCP	VADCP	14400	662	4690	3.08	SOFT	SAND	EVEN	STDY	EVEN	UNKN	UPST	50.00
USGS	12200500	584	2019-01-30 13:25:10	PST	Yes	JMP/WDW	USGS	15.02	16600	Fair	0.10	0.25	DebrisLight	NONE	1	skagit	BRDS	QADCP	VADCP	16600	636	4980	3.34	SOFT	SAND	EVEN	STDY	EVEN	UNKN	DNST	50.00
USGS	12200500	585	2019-03-29 14:14:44	PDT	Yes	jbg/kfj	USGS	12.80	11100	Fair	0.00	0.25	Clear	NONE	1	main	BRDS	QADCP	VADCP	11100	668	3930	2.84	FIRM	silt	EVEN	STDY	UNEV	STND	UPST	50.00
USGS	12200500	586	2019-05-21 11:22:57	PDT	Yes	KFJ/WDW/GWH	USGS	15.27	16900	Fair	0.01	0.25	Clear	NONE	1	Skagit River at Mt Vernon	MBOT	QADCP	VADCP	16900	570	4940	3.42	SOFT	silt	EVEN	STDY	UNEV	STND	DNST	120.00
USGS	12200500	587	2019-06-27 08:57:50	PDT	Yes	KFJ/JBG	USGS	12.59	10400	Good	0.00	0.23		NONE	1	Main	BRDS	QADCP	VADCP	10400	661	3620	2.86	SOFT	SAND	UNEV	STDY	EVEN	STND	UPST	200.00
USGS	12200500	588	2019-07-25 12:11:58	PDT	Yes	KFJ/JJM	USGS	12.30	10100	Fair	0.01	0.22	DebrisLight	NONE	1	Main	BRDS	QADCP	VADCP	10100	628	3530	2.86	SOFT	SAND	UNEV	STDY	UNEV	STND	ATGA	0.00
USGS	12200500	589	2019-09-04 11:25:46	PDT	Yes	KFJ/JJM	USGS	10.70	6620	Good	0.02	0.25	Clear	NONE	1	Main	MBOT	QADCP	VADCP	6620	369	3120	2.12	SOFT	SAND	EVEN	STDY	EVEN	STND	UPST	2000.00
USGS	12200500	590	2019-10-22 14:20:17	PDT	Yes	KFJ/WDW/SPK	USGS	23.13	41600	Poor	0.06	0.27	DebrisModerate	OTHR	1	Main	BRDS	QADCP	VADCP	39700	634	9860	4.03	SOFT	SAND	UNEV	PULS	UNEV	NSTD	UPST	100.00
USGS	12200500	591	2019-12-05 13:31:41	PST	Yes	KFJ/JJM	USGS	13.43	12600	Fair	0.05	0.27	Clear	NONE	1	Main	BRDS	QADCP	VADCP	12600	678	4430	2.85	SOFT	SAND	UNEV	STDY	UNEV	STND	UPST	50.00
USGS	12200500	592	2020-01-09 10:35:10	PST	Yes	KFJ/GWH	USGS	19.66	29400	Good	0.07	0.23	DebrisLight	NONE	1	Main	BRDS	QADCP	VADCP	29400	676	8170	3.59	SOFT	SAND	UNEV	STDY	EVEN	STND	UPST	30.00
USGS	12200500	593	2020-02-02 10:42:48	PST	Yes	JRM/JBG	USGS	29.01	69600	Good	0.10	0.50	Clear	NONE	1	main	BRDS	QADCP	VADCP	69600	715	14300	4.87	UNSP	UNSP	UNSP	UNSP	EVEN	UNSP	ATGA	0.00
USGS	12200500	594	2020-02-25 10:23:33	PST	Yes	KFJ/GWH	USGS	14.57	15200	Good	0.03	0.25	Clear	NONE	1	Main	BRDS	QADCP	VADCP	15200	670	4640	3.28	FIRM	GRVL	EVEN	STDY	UNSP	STND	ATGA	0.00
USGS	12200500	595	2020-05-26 09:30:28	PDT	Yes	KFJ/JJM	USGS	16.57	20900	Fair	0.04	0.20	Clear	NONE	1	Main	BRDS	QADCP	VADCP	20900	674	6220	3.36	SOFT	SAND	UNEV	STDY	UNEV	STND	UPST	50.00
USGS	12200500	596	2020-07-23 10:48:59	PDT	Yes	KFJ/GWH	USGS	16.03	18100	Good	0.01	0.32	Clear	NONE	1	Main	MBOT	QADCP	VADCP	18100	586	5200	3.48	SOFT	SAND	UNEV	STDY	EVEN	STND	DNST	50.00
USGS	12200500	597	2020-09-24 10:23:50	PDT	Yes	KFJ/JBG	USGS	15.99	20300	Fair	0.27	0.25	Clear	NONE	1	Main	BRDS	QADCP	VADCP	20300	677	6190	3.28	SOFT	SAND	UNEV	STDY	UNEV	UNKN	UPST	50.00
USGS	12200500	598	2020-09-24 11:18:00	PDT	Yes	KFJ/JBG	USGS	16.27	21000	Poor	0.38	0.58	Clear	NONE	1	Main	BRDS	QSCMM	VADCP	21000	649	6270	3.35	SOFT	SAND	UNEV	STDY	UNEV	UNKN	UPST	50.00
